article_id,source_path,frontend_url,destination_path,status
0144993001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/014/0144993001.jpg,/images/014/0144993001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/014/0144993001.jpg,copied
0146730001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/014/0146730001.jpg,/images/014/0146730001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/014/0146730001.jpg,copied
0148033001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/014/0148033001.jpg,/images/014/0148033001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/014/0148033001.jpg,copied
0148033006,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/014/0148033006.jpg,/images/014/0148033006.jpg,/kaggle/working/hm-recommender/demo_export/public/images/014/0148033006.jpg,copied
0153115020,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/015/0153115020.jpg,/images/015/0153115020.jpg,/kaggle/working/hm-recommender/demo_export/public/images/015/0153115020.jpg,copied
0156224002,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/015/0156224002.jpg,/images/015/0156224002.jpg,/kaggle/working/hm-recommender/demo_export/public/images/015/0156224002.jpg,copied
0156227001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/015/0156227001.jpg,/images/015/0156227001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/015/0156227001.jpg,copied
0156227002,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/015/0156227002.jpg,/images/015/0156227002.jpg,/kaggle/working/hm-recommender/demo_export/public/images/015/0156227002.jpg,copied
0156231001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/015/0156231001.jpg,/images/015/0156231001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/015/0156231001.jpg,copied
0156231002,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/015/0156231002.jpg,/images/015/0156231002.jpg,/kaggle/working/hm-recommender/demo_export/public/images/015/0156231002.jpg,copied
0158340001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/015/0158340001.jpg,/images/015/0158340001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/015/0158340001.jpg,copied
0160442007,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/016/0160442007.jpg,/images/016/0160442007.jpg,/kaggle/working/hm-recommender/demo_export/public/images/016/0160442007.jpg,copied
0160442010,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/016/0160442010.jpg,/images/016/0160442010.jpg,/kaggle/working/hm-recommender/demo_export/public/images/016/0160442010.jpg,copied
0160442042,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/016/0160442042.jpg,/images/016/0160442042.jpg,/kaggle/working/hm-recommender/demo_export/public/images/016/0160442042.jpg,copied
0160442043,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/016/0160442043.jpg,/images/016/0160442043.jpg,/kaggle/working/hm-recommender/demo_export/public/images/016/0160442043.jpg,copied
0164912035,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/016/0164912035.jpg,/images/016/0164912035.jpg,/kaggle/working/hm-recommender/demo_export/public/images/016/0164912035.jpg,copied
0164912039,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/016/0164912039.jpg,/images/016/0164912039.jpg,/kaggle/working/hm-recommender/demo_export/public/images/016/0164912039.jpg,copied
0179123001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/017/0179123001.jpg,/images/017/0179123001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/017/0179123001.jpg,copied
0179123040,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/017/0179123040.jpg,/images/017/0179123040.jpg,/kaggle/working/hm-recommender/demo_export/public/images/017/0179123040.jpg,copied
0179208001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/017/0179208001.jpg,/images/017/0179208001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/017/0179208001.jpg,missing_source
0179208008,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/017/0179208008.jpg,/images/017/0179208008.jpg,/kaggle/working/hm-recommender/demo_export/public/images/017/0179208008.jpg,copied
0179950001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/017/0179950001.jpg,/images/017/0179950001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/017/0179950001.jpg,copied
0179950002,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/017/0179950002.jpg,/images/017/0179950002.jpg,/kaggle/working/hm-recommender/demo_export/public/images/017/0179950002.jpg,copied
0179950017,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/017/0179950017.jpg,/images/017/0179950017.jpg,/kaggle/working/hm-recommender/demo_export/public/images/017/0179950017.jpg,copied
0181448022,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0181448022.jpg,/images/018/0181448022.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0181448022.jpg,copied
0181448104,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0181448104.jpg,/images/018/0181448104.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0181448104.jpg,copied
0181448105,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0181448105.jpg,/images/018/0181448105.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0181448105.jpg,copied
0182909001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0182909001.jpg,/images/018/0182909001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0182909001.jpg,copied
0184123020,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0184123020.jpg,/images/018/0184123020.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0184123020.jpg,copied
0188183001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0188183001.jpg,/images/018/0188183001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0188183001.jpg,copied
0188183008,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0188183008.jpg,/images/018/0188183008.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0188183008.jpg,copied
0188183009,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0188183009.jpg,/images/018/0188183009.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0188183009.jpg,copied
0188183010,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0188183010.jpg,/images/018/0188183010.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0188183010.jpg,copied
0188183012,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0188183012.jpg,/images/018/0188183012.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0188183012.jpg,copied
0188183014,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0188183014.jpg,/images/018/0188183014.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0188183014.jpg,copied
0188183015,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0188183015.jpg,/images/018/0188183015.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0188183015.jpg,copied
0188183016,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0188183016.jpg,/images/018/0188183016.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0188183016.jpg,copied
0188183018,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0188183018.jpg,/images/018/0188183018.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0188183018.jpg,copied
0188183020,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0188183020.jpg,/images/018/0188183020.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0188183020.jpg,copied
0188183021,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0188183021.jpg,/images/018/0188183021.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0188183021.jpg,copied
0188183022,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0188183022.jpg,/images/018/0188183022.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0188183022.jpg,copied
0188183023,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0188183023.jpg,/images/018/0188183023.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0188183023.jpg,copied
0189616001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0189616001.jpg,/images/018/0189616001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0189616001.jpg,copied
0189616006,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0189616006.jpg,/images/018/0189616006.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0189616006.jpg,copied
0189616007,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0189616007.jpg,/images/018/0189616007.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0189616007.jpg,copied
0189616008,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0189616008.jpg,/images/018/0189616008.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0189616008.jpg,copied
0189616009,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0189616009.jpg,/images/018/0189616009.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0189616009.jpg,copied
0189616014,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0189616014.jpg,/images/018/0189616014.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0189616014.jpg,copied
0189616015,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0189616015.jpg,/images/018/0189616015.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0189616015.jpg,copied
0189616016,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0189616016.jpg,/images/018/0189616016.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0189616016.jpg,copied
0189616028,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0189616028.jpg,/images/018/0189616028.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0189616028.jpg,copied
0189616032,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0189616032.jpg,/images/018/0189616032.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0189616032.jpg,copied
0189616038,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0189616038.jpg,/images/018/0189616038.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0189616038.jpg,copied
0189626001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0189626001.jpg,/images/018/0189626001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0189626001.jpg,copied
0189634001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0189634001.jpg,/images/018/0189634001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0189634001.jpg,copied
0189634031,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0189634031.jpg,/images/018/0189634031.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0189634031.jpg,copied
0189654001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/018/0189654001.jpg,/images/018/0189654001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/018/0189654001.jpg,copied
0190021001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/019/0190021001.jpg,/images/019/0190021001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/019/0190021001.jpg,copied
0190021003,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/019/0190021003.jpg,/images/019/0190021003.jpg,/kaggle/working/hm-recommender/demo_export/public/images/019/0190021003.jpg,copied
0194037001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/019/0194037001.jpg,/images/019/0194037001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/019/0194037001.jpg,copied
0194037002,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/019/0194037002.jpg,/images/019/0194037002.jpg,/kaggle/working/hm-recommender/demo_export/public/images/019/0194037002.jpg,copied
0194242047,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/019/0194242047.jpg,/images/019/0194242047.jpg,/kaggle/working/hm-recommender/demo_export/public/images/019/0194242047.jpg,copied
0194242048,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/019/0194242048.jpg,/images/019/0194242048.jpg,/kaggle/working/hm-recommender/demo_export/public/images/019/0194242048.jpg,copied
0194242049,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/019/0194242049.jpg,/images/019/0194242049.jpg,/kaggle/working/hm-recommender/demo_export/public/images/019/0194242049.jpg,copied
0198714001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/019/0198714001.jpg,/images/019/0198714001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/019/0198714001.jpg,copied
0200182001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/020/0200182001.jpg,/images/020/0200182001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/020/0200182001.jpg,copied
0200182002,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/020/0200182002.jpg,/images/020/0200182002.jpg,/kaggle/working/hm-recommender/demo_export/public/images/020/0200182002.jpg,copied
0201219001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/020/0201219001.jpg,/images/020/0201219001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/020/0201219001.jpg,copied
0201219003,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/020/0201219003.jpg,/images/020/0201219003.jpg,/kaggle/working/hm-recommender/demo_export/public/images/020/0201219003.jpg,copied
0205225001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/020/0205225001.jpg,/images/020/0205225001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/020/0205225001.jpg,copied
0214844001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/021/0214844001.jpg,/images/021/0214844001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/021/0214844001.jpg,copied
0215248002,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/021/0215248002.jpg,/images/021/0215248002.jpg,/kaggle/working/hm-recommender/demo_export/public/images/021/0215248002.jpg,copied
0215589001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/021/0215589001.jpg,/images/021/0215589001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/021/0215589001.jpg,copied
0215589002,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/021/0215589002.jpg,/images/021/0215589002.jpg,/kaggle/working/hm-recommender/demo_export/public/images/021/0215589002.jpg,copied
0220094001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/022/0220094001.jpg,/images/022/0220094001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/022/0220094001.jpg,copied
0224606019,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/022/0224606019.jpg,/images/022/0224606019.jpg,/kaggle/working/hm-recommender/demo_export/public/images/022/0224606019.jpg,copied
0228257001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/022/0228257001.jpg,/images/022/0228257001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/022/0228257001.jpg,copied
0228257002,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/022/0228257002.jpg,/images/022/0228257002.jpg,/kaggle/working/hm-recommender/demo_export/public/images/022/0228257002.jpg,copied
0228257003,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/022/0228257003.jpg,/images/022/0228257003.jpg,/kaggle/working/hm-recommender/demo_export/public/images/022/0228257003.jpg,copied
0228257004,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/022/0228257004.jpg,/images/022/0228257004.jpg,/kaggle/working/hm-recommender/demo_export/public/images/022/0228257004.jpg,copied
0228257005,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/022/0228257005.jpg,/images/022/0228257005.jpg,/kaggle/working/hm-recommender/demo_export/public/images/022/0228257005.jpg,copied
0228257008,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/022/0228257008.jpg,/images/022/0228257008.jpg,/kaggle/working/hm-recommender/demo_export/public/images/022/0228257008.jpg,copied
0234421001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/023/0234421001.jpg,/images/023/0234421001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/023/0234421001.jpg,copied
0234432001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/023/0234432001.jpg,/images/023/0234432001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/023/0234432001.jpg,copied
0234432002,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/023/0234432002.jpg,/images/023/0234432002.jpg,/kaggle/working/hm-recommender/demo_export/public/images/023/0234432002.jpg,copied
0237032003,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/023/0237032003.jpg,/images/023/0237032003.jpg,/kaggle/working/hm-recommender/demo_export/public/images/023/0237032003.jpg,copied
0237347004,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/023/0237347004.jpg,/images/023/0237347004.jpg,/kaggle/working/hm-recommender/demo_export/public/images/023/0237347004.jpg,copied
0237347053,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/023/0237347053.jpg,/images/023/0237347053.jpg,/kaggle/working/hm-recommender/demo_export/public/images/023/0237347053.jpg,copied
0237347055,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/023/0237347055.jpg,/images/023/0237347055.jpg,/kaggle/working/hm-recommender/demo_export/public/images/023/0237347055.jpg,copied
0240561001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/024/0240561001.jpg,/images/024/0240561001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/024/0240561001.jpg,copied
0241412043,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/024/0241412043.jpg,/images/024/0241412043.jpg,/kaggle/working/hm-recommender/demo_export/public/images/024/0241412043.jpg,copied
0243613004,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/024/0243613004.jpg,/images/024/0243613004.jpg,/kaggle/working/hm-recommender/demo_export/public/images/024/0243613004.jpg,copied
0243937001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/024/0243937001.jpg,/images/024/0243937001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/024/0243937001.jpg,copied
0243937025,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/024/0243937025.jpg,/images/024/0243937025.jpg,/kaggle/working/hm-recommender/demo_export/public/images/024/0243937025.jpg,copied
0243937028,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/024/0243937028.jpg,/images/024/0243937028.jpg,/kaggle/working/hm-recommender/demo_export/public/images/024/0243937028.jpg,copied
0250099001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/025/0250099001.jpg,/images/025/0250099001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/025/0250099001.jpg,copied
0251510001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/025/0251510001.jpg,/images/025/0251510001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/025/0251510001.jpg,copied
0253448001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/025/0253448001.jpg,/images/025/0253448001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/025/0253448001.jpg,copied
0253448002,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/025/0253448002.jpg,/images/025/0253448002.jpg,/kaggle/working/hm-recommender/demo_export/public/images/025/0253448002.jpg,copied
0253448003,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/025/0253448003.jpg,/images/025/0253448003.jpg,/kaggle/working/hm-recommender/demo_export/public/images/025/0253448003.jpg,copied
0253448056,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/025/0253448056.jpg,/images/025/0253448056.jpg,/kaggle/working/hm-recommender/demo_export/public/images/025/0253448056.jpg,copied
0254940026,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/025/0254940026.jpg,/images/025/0254940026.jpg,/kaggle/working/hm-recommender/demo_export/public/images/025/0254940026.jpg,copied
0256151014,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/025/0256151014.jpg,/images/025/0256151014.jpg,/kaggle/working/hm-recommender/demo_export/public/images/025/0256151014.jpg,copied
0256511038,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/025/0256511038.jpg,/images/025/0256511038.jpg,/kaggle/working/hm-recommender/demo_export/public/images/025/0256511038.jpg,copied
0256511039,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/025/0256511039.jpg,/images/025/0256511039.jpg,/kaggle/working/hm-recommender/demo_export/public/images/025/0256511039.jpg,copied
0262277009,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/026/0262277009.jpg,/images/026/0262277009.jpg,/kaggle/working/hm-recommender/demo_export/public/images/026/0262277009.jpg,copied
0262277011,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/026/0262277011.jpg,/images/026/0262277011.jpg,/kaggle/working/hm-recommender/demo_export/public/images/026/0262277011.jpg,copied
0264984001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/026/0264984001.jpg,/images/026/0264984001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/026/0264984001.jpg,copied
0266875001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/026/0266875001.jpg,/images/026/0266875001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/026/0266875001.jpg,copied
0266875006,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/026/0266875006.jpg,/images/026/0266875006.jpg,/kaggle/working/hm-recommender/demo_export/public/images/026/0266875006.jpg,copied
0278811006,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/027/0278811006.jpg,/images/027/0278811006.jpg,/kaggle/working/hm-recommender/demo_export/public/images/027/0278811006.jpg,copied
0294008002,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/029/0294008002.jpg,/images/029/0294008002.jpg,/kaggle/working/hm-recommender/demo_export/public/images/029/0294008002.jpg,copied
0297067002,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/029/0297067002.jpg,/images/029/0297067002.jpg,/kaggle/working/hm-recommender/demo_export/public/images/029/0297067002.jpg,copied
0297067003,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/029/0297067003.jpg,/images/029/0297067003.jpg,/kaggle/working/hm-recommender/demo_export/public/images/029/0297067003.jpg,copied
0297078001,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/029/0297078001.jpg,/images/029/0297078001.jpg,/kaggle/working/hm-recommender/demo_export/public/images/029/0297078001.jpg,copied
0300024006,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/030/0300024006.jpg,/images/030/0300024006.jpg,/kaggle/working/hm-recommender/demo_export/public/images/030/0300024006.jpg,copied
0300024009,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/030/0300024009.jpg,/images/030/0300024009.jpg,/kaggle/working/hm-recommender/demo_export/public/images/030/0300024009.jpg,copied
0300024013,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/030/0300024013.jpg,/images/030/0300024013.jpg,/kaggle/working/hm-recommender/demo_export/public/images/030/0300024013.jpg,copied
0300024058,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/030/0300024058.jpg,/images/030/0300024058.jpg,/kaggle/working/hm-recommender/demo_export/public/images/030/0300024058.jpg,copied
0301227002,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/030/0301227002.jpg,/images/030/0301227002.jpg,/kaggle/working/hm-recommender/demo_export/public/images/030/0301227002.jpg,copied
0301227017,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/030/0301227017.jpg,/images/030/0301227017.jpg,/kaggle/working/hm-recommender/demo_export/public/images/030/0301227017.jpg,copied
0301364029,/kaggle/input/competitions/h-and-m-personalized-fashion-recommendations/images/030/0301364029.jpg,/images/030/0301364029.jpg,/kaggle/working/hm-recommender/demo_export/public/images/030/0301364029.jpg,copied
