query_article_idx,similar_article_idx,rank,similarity_score,method,similar_product_type_name,similar_product_group_name,similar_colour_group_name,similar_section_name,similar_garment_group_name,query_article_id,query_prod_name,query_image_url,similar_article_id,similar_prod_name,similar_image_url
0,62641,10,0.6547841392451407,metadata_tfidf_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775015,Strap top,/images/010/0108775015.jpg,0736870005,Strap Top 2 pack tank,/images/073/0736870005.jpg
0,72486,11,0.638768956716023,metadata_tfidf_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775015,Strap top,/images/010/0108775015.jpg,0767834001,Strap Top.,/images/076/0767834001.jpg
0,47253,12,0.6286128784107382,metadata_tfidf_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775015,Strap top,/images/010/0108775015.jpg,0688463001,Straptop 2-pack,/images/068/0688463001.jpg
0,47254,13,0.6286128784107382,metadata_tfidf_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775015,Strap top,/images/010/0108775015.jpg,0688463003,Straptop 2-pack,/images/068/0688463003.jpg
0,62642,14,0.61810611426698,metadata_tfidf_cosine,Vest top,Garment Upper body,Grey,Womens Everyday Basics,Jersey Basic,0108775015,Strap top,/images/010/0108775015.jpg,0736870017,Strap Top 2 pack,/images/073/0736870017.jpg
0,62639,15,0.6152056121661494,metadata_tfidf_cosine,Vest top,Garment Upper body,Light Beige,Womens Everyday Basics,Jersey Basic,0108775015,Strap top,/images/010/0108775015.jpg,0736870002,Strap Top 2 pack,/images/073/0736870002.jpg
0,62643,16,0.5934377991898915,metadata_tfidf_cosine,Vest top,Garment Upper body,Dark Grey,Womens Everyday Basics,Jersey Basic,0108775015,Strap top,/images/010/0108775015.jpg,0736870020,Strap Top 2 pack,/images/073/0736870020.jpg
0,71905,17,0.5852360304449008,metadata_tfidf_cosine,Bodysuit,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775015,Strap top,/images/010/0108775015.jpg,0765988001,Marcel body,/images/076/0765988001.jpg
0,94767,18,0.58398116253154,metadata_tfidf_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775015,Strap top,/images/010/0108775015.jpg,0863937010,Vanessa rib,/images/086/0863937010.jpg
0,72487,19,0.5779080279487624,metadata_tfidf_cosine,Vest top,Garment Upper body,White,Womens Everyday Basics,Jersey Basic,0108775015,Strap top,/images/010/0108775015.jpg,0767834002,Strap Top.,/images/076/0767834002.jpg
0,8811,20,0.5763151403970903,metadata_tfidf_cosine,Dress,Garment Full body,Black,Womens Everyday Basics,Jersey Basic,0108775015,Strap top,/images/010/0108775015.jpg,0526029001,Common,/images/052/0526029001.jpg
1,0,1,0.9679169654846191,als_item_embedding_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0108775015,Strap top,/images/010/0108775015.jpg
1,10111,2,0.9188752174377441,als_item_embedding_cosine,Vest top,Garment Upper body,White,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0538699007,V-neck strap top,/images/053/0538699007.jpg
1,10109,3,0.8968122005462646,als_item_embedding_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0538699001,V-neck strap top,/images/053/0538699001.jpg
1,1513,4,0.8450398445129395,als_item_embedding_cosine,Vest top,Garment Upper body,White,Divided Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0355072002,Anita Tank (1),/images/035/0355072002.jpg
1,62638,5,0.8436293005943298,als_item_embedding_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0736870001,Strap Top 2 pack,/images/073/0736870001.jpg
1,47254,6,0.8163469433784485,als_item_embedding_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0688463003,Straptop 2-pack,/images/068/0688463003.jpg
1,1512,7,0.8139945864677429,als_item_embedding_cosine,Vest top,Garment Upper body,Black,Divided Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0355072001,Anita Tank (1),/images/035/0355072001.jpg
1,48510,8,0.809076189994812,als_item_embedding_cosine,Vest top,Garment Upper body,White,Divided Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0692226004,Anita Tank,/images/069/0692226004.jpg
1,72487,9,0.8025209307670593,als_item_embedding_cosine,Vest top,Garment Upper body,White,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0767834002,Strap Top.,/images/076/0767834002.jpg
1,47253,10,0.7964556813240051,als_item_embedding_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0688463001,Straptop 2-pack,/images/068/0688463001.jpg
1,48509,11,0.7957102060317993,als_item_embedding_cosine,Vest top,Garment Upper body,Black,Divided Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0692226003,Anita Tank,/images/069/0692226003.jpg
1,72496,12,0.7903363108634949,als_item_embedding_cosine,Vest top,Garment Upper body,White,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0767869002,V-neck Strap Top.,/images/076/0767869002.jpg
1,86782,13,0.7883678078651428,als_item_embedding_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0824999001,Strap top 2p,/images/082/0824999001.jpg
1,15138,14,0.7865791916847229,als_item_embedding_cosine,Vest top,Garment Upper body,White,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0565379002,Moa tank,/images/056/0565379002.jpg
1,72486,15,0.7804734706878662,als_item_embedding_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0767834001,Strap Top.,/images/076/0767834001.jpg
1,62639,16,0.7800310850143433,als_item_embedding_cosine,Vest top,Garment Upper body,Light Beige,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0736870002,Strap Top 2 pack,/images/073/0736870002.jpg
1,72495,17,0.7688760161399841,als_item_embedding_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0767869001,V-neck Strap Top.,/images/076/0767869001.jpg
1,48512,18,0.7680832743644714,als_item_embedding_cosine,Vest top,Garment Upper body,Beige,Divided Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0692226011,Anita Tank,/images/069/0692226011.jpg
1,29820,19,0.7664493918418884,als_item_embedding_cosine,Vest top,Garment Upper body,White,Womens Casual,Jersey Fancy,0108775044,Strap top,/images/010/0108775044.jpg,0626366001,gaby,/images/062/0626366001.jpg
1,200,20,0.7554515600204468,als_item_embedding_cosine,Socks,Socks & Tights,White,"Womens Nightwear, Socks & Tigh",Socks and Tights,0108775044,Strap top,/images/010/0108775044.jpg,0190021001,Basic 5p Minishaftless,/images/019/0190021001.jpg
1,2,1,0.926574287430062,metadata_tfidf_cosine,Vest top,Garment Upper body,Off White,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0108775051,Strap top (1),/images/010/0108775051.jpg
1,0,2,0.9222522826426073,metadata_tfidf_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0108775015,Strap top,/images/010/0108775015.jpg
1,10111,3,0.8312980449435776,metadata_tfidf_cosine,Vest top,Garment Upper body,White,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0538699007,V-neck strap top,/images/053/0538699007.jpg
1,72496,4,0.7740483266669922,metadata_tfidf_cosine,Vest top,Garment Upper body,White,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0767869002,V-neck Strap Top.,/images/076/0767869002.jpg
1,10109,5,0.7598632254899484,metadata_tfidf_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0538699001,V-neck strap top,/images/053/0538699001.jpg
1,10110,6,0.7353102675647188,metadata_tfidf_cosine,Vest top,Garment Upper body,Light Beige,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0538699002,V-neck strap top,/images/053/0538699002.jpg
1,72495,7,0.7063463832638198,metadata_tfidf_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0767869001,V-neck Strap Top.,/images/076/0767869001.jpg
1,11776,8,0.6503976335832047,metadata_tfidf_cosine,Top,Garment Upper body,White,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0549639003,Nanni,/images/054/0549639003.jpg
1,72487,9,0.6467045688748834,metadata_tfidf_cosine,Vest top,Garment Upper body,White,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0767834002,Strap Top.,/images/076/0767834002.jpg
1,83527,10,0.6373589756172783,metadata_tfidf_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0812371001,Strap top 3-pack,/images/081/0812371001.jpg
1,62638,11,0.6243956449370931,metadata_tfidf_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0736870001,Strap Top 2 pack,/images/073/0736870001.jpg
1,62642,12,0.6098626185919103,metadata_tfidf_cosine,Vest top,Garment Upper body,Grey,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0736870017,Strap Top 2 pack,/images/073/0736870017.jpg
1,62639,13,0.6070007996167953,metadata_tfidf_cosine,Vest top,Garment Upper body,Light Beige,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0736870002,Strap Top 2 pack,/images/073/0736870002.jpg
1,62641,14,0.5961085772784959,metadata_tfidf_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0736870005,Strap Top 2 pack tank,/images/073/0736870005.jpg
1,10898,15,0.5932748622004675,metadata_tfidf_cosine,Sweater,Garment Upper body,White,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0544116002,Hunni,/images/054/0544116002.jpg
1,94762,16,0.5914298375617597,metadata_tfidf_cosine,Vest top,Garment Upper body,White,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0863937003,Vanessa rib,/images/086/0863937003.jpg
1,62643,17,0.58552329742696,metadata_tfidf_cosine,Vest top,Garment Upper body,Dark Grey,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0736870020,Strap Top 2 pack,/images/073/0736870020.jpg
1,72486,18,0.575732600655019,metadata_tfidf_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0767834001,Strap Top.,/images/076/0767834001.jpg
1,47253,19,0.5700369837130076,metadata_tfidf_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0688463001,Straptop 2-pack,/images/068/0688463001.jpg
1,47254,20,0.5700369837130076,metadata_tfidf_cosine,Vest top,Garment Upper body,Black,Womens Everyday Basics,Jersey Basic,0108775044,Strap top,/images/010/0108775044.jpg,0688463003,Straptop 2-pack,/images/068/0688463003.jpg
8,9,1,0.994195818901062,als_item_embedding_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0111593001,Support 40 den 1p Tights,/images/011/0111593001.jpg
8,2865,2,0.9935115575790405,als_item_embedding_cosine,Leggings/Tights,Garment Lower body,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0436261001,Control Top 30 den 1p Tights,/images/043/0436261001.jpg
8,73,3,0.9916344881057739,als_item_embedding_cosine,Leggings/Tights,Garment Lower body,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0158340001,Highwaist 30 den 1p Tights,/images/015/0158340001.jpg
8,2633,4,0.991600513458252,als_item_embedding_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0417951005,Support 20 den 1p tights,/images/041/0417951005.jpg
8,3552,5,0.9888250827789307,als_item_embedding_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0457466002,Control Top 15 den 1p Tights,/images/045/0457466002.jpg
8,386,6,0.9885908365249634,als_item_embedding_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0234432001,Push Up 30 den 1p Tights,/images/023/0234432001.jpg
8,27,7,0.9840395450592041,als_item_embedding_cosine,Leggings/Tights,Garment Lower body,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0123173001,Control Top 50 den 1p Tights,/images/012/0123173001.jpg
8,42129,8,0.9691666960716248,als_item_embedding_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0671607001,Julie Seam At Back 1p tights,/images/067/0671607001.jpg
8,426,9,0.9618524312973022,als_item_embedding_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0240561001,Support 70 den 1p Tights,/images/024/0240561001.jpg
8,494,10,0.9551289081573486,als_item_embedding_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0251510001,Push up 70 den 1p Tights,/images/025/0251510001.jpg
8,367,11,0.9544225931167603,als_item_embedding_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0228257001,20 den 2p Tights,/images/022/0228257001.jpg
8,83771,12,0.9493069052696228,als_item_embedding_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0813365001,Push up 70 den 1p tights,/images/081/0813365001.jpg
8,2632,13,0.9395372867584229,als_item_embedding_cosine,Underwear Tights,Socks & Tights,Beige,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0417951001,Support 20 den 1p tights,/images/041/0417951001.jpg
8,78125,14,0.9286606907844543,als_item_embedding_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0792515001,High waist 100den 1p,/images/079/0792515001.jpg
8,851,15,0.927997350692749,als_item_embedding_cosine,Leggings/Tights,Garment Lower body,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0297067002,Small dot 1p Tights,/images/029/0297067002.jpg
8,371,16,0.9245953559875488,als_item_embedding_cosine,Underwear Tights,Socks & Tights,Dark Grey,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0228257005,20 den 2p Tights,/images/022/0228257005.jpg
8,3551,17,0.9207896590232849,als_item_embedding_cosine,Underwear Tights,Socks & Tights,Beige,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0457466001,Control Top 15 den 1p Tights,/images/045/0457466001.jpg
8,10648,18,0.9107450246810913,als_item_embedding_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0542402001,Control Lt 40 den 2p Tights,/images/054/0542402001.jpg
8,36957,19,0.909512460231781,als_item_embedding_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0652218001,Support 100 den,/images/065/0652218001.jpg
8,81856,20,0.9080774784088135,als_item_embedding_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0806451001,Tuxedo Stripe tights,/images/080/0806451001.jpg
8,73,1,0.7793410558253002,metadata_tfidf_cosine,Leggings/Tights,Garment Lower body,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0158340001,Highwaist 30 den 1p Tights,/images/015/0158340001.jpg
8,2865,2,0.7132714176372468,metadata_tfidf_cosine,Leggings/Tights,Garment Lower body,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0436261001,Control Top 30 den 1p Tights,/images/043/0436261001.jpg
8,386,3,0.6813118287683773,metadata_tfidf_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0234432001,Push Up 30 den 1p Tights,/images/023/0234432001.jpg
8,387,4,0.6480517504414401,metadata_tfidf_cosine,Underwear Tights,Socks & Tights,Beige,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0234432002,Push Up 30 den 1p Tights,/images/023/0234432002.jpg
8,81856,5,0.6313725723859673,metadata_tfidf_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0806451001,Tuxedo Stripe tights,/images/080/0806451001.jpg
8,78534,6,0.6225014923406974,metadata_tfidf_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0794520001,Plus seam at back 1p tights,/images/079/0794520001.jpg
8,42129,7,0.6210162407555619,metadata_tfidf_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0671607001,Julie Seam At Back 1p tights,/images/067/0671607001.jpg
8,27,8,0.6198658123089992,metadata_tfidf_cosine,Leggings/Tights,Garment Lower body,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0123173001,Control Top 50 den 1p Tights,/images/012/0123173001.jpg
8,1602,9,0.59662698256309,metadata_tfidf_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0362219002,Mama Support 30 den 1p Tights,/images/036/0362219002.jpg
8,42130,10,0.5951964280771826,metadata_tfidf_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0671607002,Julie Seam At Back 1p tights,/images/067/0671607002.jpg
8,93714,11,0.5896620336443971,metadata_tfidf_cosine,Leggings/Tights,Garment Lower body,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0859249001,Stirrup 1p leggings,/images/085/0859249001.jpg
8,83848,12,0.5879631936581289,metadata_tfidf_cosine,Underwear Tights,Socks & Tights,Black,"Womens Nightwear, Socks & Tigh",Socks and Tights,0111586001,Shape Up 30 den 1p Tights,/images/011/0111586001.jpg,0813577001,Push up 30 den 1p tights,/images/081/0813577001.jpg
